"movie_year","genre","movies_qty_pro_year"
2017,Drama,45
2017,Fantasy,14
2017,Horror,13
2017,Mystery,6
2017,(no genres listed),4
2017,Romance,6
2017,Sci-Fi,18
2017,Thriller,22
2017,War,3
2017,Western,2
2018,Action,16
2018,Adventure,12
2018,Animation,3
2018,Children,3
2018,Comedy,17
2018,Crime,6
2018,Documentary,2
2018,Drama,9
2018,Fantasy,7
2018,Horror,4
2018,Mystery,5
2018,Romance,1
2018,Sci-Fi,13
2018,Thriller,13
